YEAR,MAKE,MODEL,COLOR,INTERIOR,BODY,TOTAL_REVENUE,UNITS_SOLD,MONTH_SALE,AVG_PRICE,AVG_MILEAGE,MARKET_POSITION
2013,Ford,E-Series Wagon,white,gray,Van,266300,13,Feb,20484.62,37615,Above Market
2013,Mercedes-Benz,S-Class,—,black,Sedan,266250,5,Feb,53250,24703,Above Market
2015,Kia,Sorento,gray,gray,SUV,266200,13,Feb,20476.92,13781,Above Market
2012,,,gray,black,,266200,8,May,33275,53008,Below Market
2014,Toyota,Camry,black,gray,sedan,266100,18,Jun,14783.33,20125,Below Market
2013,Ford,Fusion,silver,black,Sedan,266100,19,Mar,14005.26,36812,Below Market
2013,Chevrolet,Silverado 2500HD,white,black,Crew Cab,266100,9,Jan,29566.67,40052,Below Market
2013,Mercedes-Benz,S-Class,black,black,Sedan,266000,5,Dec,53200,23934,Below Market
2013,Ford,Focus,gray,black,Hatchback,266000,25,Feb,10640,35465,Below Market
2014,Dodge,Charger,black,black,Sedan,265900,14,May,18992.86,22882,Above Market
2013,Ford,Edge,—,black,SUV,265800,13,Jan,20446.15,32217,Below Market
2012,Lincoln,MKZ,gray,black,Sedan,265800,18,Jan,14766.67,31188,Below Market
2012,Ford,Escape,white,black,SUV,265800,15,Feb,17720,38569,Above Market
2012,BMW,3 Series,white,black,sedan,265750,11,Jun,24159.09,26465,Above Market
2013,Porsche,Panamera,white,black,Sedan,265700,4,Feb,66425,22826,Above Market
2013,Ford,Focus,red,black,Hatchback,265700,22,Feb,12077.27,31407,Above Market
2013,Toyota,Corolla,black,black,Sedan,265700,21,Feb,12652.38,33285,Below Market
2013,Ford,Fusion,—,black,sedan,265650,17,Jun,15626.47,47190,Above Market
2014,Dodge,Grand Caravan,gray,black,Minivan,265650,16,Dec,16603.13,28302,Below Market
2014,Ford,Mustang,—,black,coupe,265600,12,Jun,22133.33,21648,Below Market
2014,Ford,Mustang,black,black,Coupe,265500,12,Jan,22125,18633,Above Market
2012,Hyundai,Genesis,black,black,Sedan,265450,14,Jan,18960.71,41569,Above Market
2012,Ford,F-150,white,black,SuperCrew,265450,9,Jan,29494.44,50644,Above Market
2014,Ford,Escape,gray,black,SUV,265300,15,Feb,17686.67,33994,Below Market
2013,Mercedes-Benz,S-Class,—,brown,Sedan,265250,5,Feb,53050,22916,Above Market
2012,GMC,Acadia,black,black,suv,265100,10,Jun,26510,35505,Above Market
2013,Ford,Edge,brown,black,SUV,265100,12,Feb,22091.67,25510,Below Market
2014,Ford,Focus,white,black,Hatchback,265100,19,Feb,13952.63,21697,Above Market
2013,Ford,Explorer,—,black,SUV,265000,10,May,26500,33767,Above Market
2014,Nissan,Altima,black,black,sedan,264950,17,Jun,15585.29,23186,Above Market
2012,Infiniti,G Coupe,gray,black,G Coupe,264850,11,Jan,24077.27,27771,Above Market
2012,Ford,F-150,black,gray,SuperCab,264850,11,Jan,24077.27,33679,Above Market
2014,Subaru,Outback,white,beige,Wagon,264800,11,Jan,24072.73,10829,Above Market
2014,Ram,3500,white,gray,Crew Cab,264800,7,Feb,37828.57,10972,Below Market
2011,Infiniti,G Sedan,black,gray,G Sedan,264750,14,Jan,18910.71,36289,Above Market
2012,Toyota,RAV4,black,gray,SUV,264700,17,Feb,15570.59,41922,Below Market
2014,Subaru,Legacy,white,beige,Sedan,264700,14,Jan,18907.14,13062,Below Market
2013,Ford,Escape,white,beige,SUV,264600,14,Jan,18900,27099,Above Market
2011,Ford,E-Series Van,white,gray,E-Series Van,264400,19,Feb,13915.79,85035,Above Market
2013,Infiniti,G Sedan,gray,gray,g sedan,264400,12,Jun,22033.33,24299,Above Market
2011,Honda,Pilot,black,gray,SUV,264200,13,Feb,20323.08,62673,Above Market
2014,Ford,F-150,black,black,supercrew,264200,7,Jun,37742.86,12653,Above Market
2014,Chevrolet,Suburban,red,black,SUV,264200,7,Feb,37742.86,40346,Below Market
2012,Volkswagen,Passat,gray,black,Sedan,264100,21,Jan,12576.19,37010,Above Market
2014,Dodge,Charger,gray,black,Sedan,264000,16,Mar,16500,20457,Below Market
2012,BMW,X5,gray,black,SUV,264000,7,Jan,37714.29,38637,Above Market
2013,Chevrolet,Malibu,gray,gray,Sedan,263950,20,Feb,13197.5,32730,Above Market
2014,Chevrolet,Impala,silver,gray,Sedan,263900,14,Feb,18850,21709,Above Market
2013,Dodge,Grand Caravan,red,black,Minivan,263900,24,Jan,10995.83,64198,Below Market
2014,Ford,Expedition,black,beige,suv,263900,8,Jun,32987.5,30183,Above Market
2012,Ford,Explorer,white,gray,SUV,263800,12,Feb,21983.33,59009,Above Market
2014,Kia,Optima,burgundy,beige,Sedan,263800,18,Feb,14655.56,17842,Below Market
2012,Ford,Fusion,blue,black,sedan,263800,23,Jun,11469.57,49075,Above Market
2013,Dodge,Journey,black,black,SUV,263650,20,Feb,13182.5,41021,Below Market
2013,Chevrolet,Impala,silver,gray,Sedan,263550,25,Feb,10542,51210,Above Market
2012,Ford,F-150,blue,gray,SuperCab,263500,11,Jan,23954.55,39382,Above Market
2014,Dodge,Durango,blue,black,SUV,263400,8,Jan,32925,13527,Above Market
2013,Ford,Edge,red,black,SUV,263400,11,Jan,23945.45,24696,Above Market
2014,Jeep,Cherokee,black,black,SUV,263400,11,Jan,23945.45,11767,Below Market
2013,Ford,F-150,silver,gray,SuperCrew,263350,11,May,23940.91,34066,Below Market
2014,Toyota,Camry,black,black,Sedan,263300,17,Feb,15488.24,22536,Below Market
2014,Ford,Escape,gray,black,suv,263200,15,Jun,17546.67,29828,Below Market
2012,Volkswagen,Jetta,black,black,Sedan,263150,25,Jan,10526,43656,Above Market
2011,Ford,F-150,red,gray,SuperCrew,263100,13,Feb,20238.46,63467,Below Market
2011,Ford,F-250 Super Duty,white,gray,Crew Cab,263050,14,Feb,18789.29,119755,Below Market
2014,Ford,Edge,black,black,SUV,262900,11,Jan,23900,18916,Below Market
2014,Chrysler,200,black,black,Sedan,262900,23,Jan,11430.43,24804,Below Market
2013,Volkswagen,Passat,gray,black,Sedan,262850,20,Jan,13142.5,42095,Below Market
2013,Chevrolet,Cruze,silver,black,Sedan,262800,22,Mar,11945.45,44817,Above Market
2014,,,black,black,,262600,13,May,20200,21608,Below Market
2011,Ford,F-150,blue,gray,SuperCab,262600,13,Jan,20200,45819,Below Market
2011,Toyota,RAV4,black,gray,SUV,262500,18,Jan,14583.33,42442,Below Market
2011,Nissan,Maxima,white,beige,Sedan,262500,15,Jan,17500,40460,Above Market
2013,BMW,X5,gray,black,suv,262350,7,Jun,37478.57,38195,Above Market
2012,Ford,F-150,red,black,SuperCrew,262350,8,Jan,32793.75,32967,Above Market
2013,Chevrolet,Tahoe,white,black,suv,262350,8,Jun,32793.75,49436,Above Market
2012,Nissan,Altima,silver,black,Sedan,262300,21,May,12490.48,38751,Above Market
2013,Ram,1500,black,gray,Crew Cab,262300,11,Feb,23845.45,39891,Below Market
2012,Jeep,Liberty,gray,black,SUV,262300,21,Feb,12490.48,59061,Below Market
2013,Chevrolet,Impala,white,black,Sedan,262201,26,Feb,10084.65,51842,Below Market
2014,Ford,Fusion,black,black,Sedan,262200,18,Mar,14566.67,30087,Below Market
2013,Chevrolet,Malibu,gray,black,sedan,262200,21,Jun,12485.71,49652,Above Market
2012,Hyundai,Genesis,black,black,Sedan,262150,13,Feb,20165.38,41688,Above Market
2013,Lincoln,MKX,black,black,SUV,262100,9,Feb,29122.22,25678,Above Market
2013,Infiniti,G Coupe,gray,black,G Coupe,262000,11,Jan,23818.18,21081,Below Market
2013,Lincoln,MKZ,black,black,Sedan,261900,12,May,21825,21061,Below Market
2014,Chevrolet,Equinox,black,black,SUV,261900,13,Jan,20146.15,21514,Above Market
2013,Chevrolet,Impala,red,black,sedan,261800,29,Jun,9027.59,52774,Below Market
2014,Ford,Fusion,silver,black,sedan,261800,20,Jun,13090,30933,Below Market
2014,Chrysler,300,silver,black,Sedan,261800,11,Jan,23800,18755,Above Market
2014,Ford,Mustang,black,black,Coupe,261700,14,Jan,18692.86,17886,Below Market
2013,Ford,F-150,white,gray,SuperCab,261700,11,Feb,23790.91,37049,Above Market
2013,Infiniti,G Sedan,blue,black,g sedan,261550,12,Jun,21795.83,23578,Above Market
2015,Chevrolet,Silverado 2500HD,white,gray,Crew Cab,261500,7,Mar,37357.14,17599,Above Market
2014,Jeep,Cherokee,gray,black,SUV,261400,11,Jan,23763.64,9748,Above Market
2014,Jeep,Grand Cherokee,black,black,SUV,261400,8,May,32675,25104,Above Market
2014,Dodge,Charger,gray,black,sedan,261300,14,Jun,18664.29,24760,Above Market
2012,Acura,MDX,gray,black,SUV,261150,9,Feb,29016.67,33892,Above Market
2013,Jeep,Wrangler,red,black,SUV,261150,10,Feb,26115,27905,Above Market
2008,Ford,Econoline Cargo,white,gray,Van,261100,34,Jan,7679.41,141129,Above Market
2013,Ford,Edge,white,black,SUV,261100,11,May,23736.36,25878,Above Market
2013,Dodge,Grand Caravan,blue,black,minivan,261050,21,Jun,12430.95,55209,Above Market
2014,Chevrolet,Impala Limited,white,gray,Sedan,261050,21,Feb,12430.95,16388,Below Market
2013,Hyundai,Elantra,black,gray,Sedan,261000,22,Jan,11863.64,32956,Above Market
2014,Ford,E-Series Wagon,white,gray,Van,261000,12,Feb,21750,15282,At Market
2013,Ford,Edge,gray,black,SUV,260900,13,Mar,20069.23,41495,Below Market
2014,Ford,Mustang,white,black,Convertible,260900,13,Jan,20069.23,36657,Above Market
2012,Infiniti,G Sedan,silver,black,G Sedan,260900,14,Feb,18635.71,27061,Below Market
2014,Subaru,Forester,white,gray,SUV,260800,11,Jan,23709.09,14408,Above Market
2012,Ford,F-150,blue,gray,SuperCrew,260800,12,Feb,21733.33,56048,Below Market
2014,Ford,Edge,—,gray,SUV,260800,10,Feb,26080,20603,Above Market
2013,Ford,F-150,silver,gray,SuperCrew,260800,10,Feb,26080,36639,Above Market
2014,Dodge,Grand Caravan,gray,black,minivan,260800,16,Jun,16300,21341,Below Market
2012,BMW,5 Series,white,black,Sedan,260750,9,Jan,28972.22,41339,Below Market
2013,Hyundai,Sonata,red,beige,Sedan,260700,22,Feb,11850,39327,Below Market
2013,Ford,F-150,white,gray,SuperCrew,260600,11,Mar,23690.91,44245,Below Market
2013,Infiniti,JX,silver,black,SUV,260500,9,Feb,28944.44,37862,Below Market
2011,Ford,Ranger,white,gray,Regular Cab,260400,29,Feb,8979.31,63771,Below Market
2014,Chrysler,300,gray,black,Sedan,260200,11,May,23654.55,22704,Above Market
2014,Ford,Focus,white,black,Sedan,260200,20,Feb,13010,26625,Above Market
2012,Chevrolet,Camaro,black,black,Coupe,260150,13,Feb,20011.54,32481,Above Market
2011,Infiniti,G Sedan,white,gray,G Sedan,260100,14,Dec,18578.57,35850,Above Market
2011,Mercedes-Benz,E-Class,black,black,Sedan,260050,10,Jan,26005,57847,Above Market
2012,Nissan,Altima,white,black,Sedan,260050,24,May,10835.42,39073,Below Market
2012,Jeep,Wrangler,red,black,SUV,260050,12,Jan,21670.83,40218,Below Market
2014,Ford,Expedition,red,beige,SUV,259800,8,Jan,32475,25875,Above Market
2012,Jeep,Wrangler,silver,black,suv,259750,9,Jun,28861.11,40491,Above Market
2014,BMW,5 Series,—,black,Sedan,259750,5,Jan,51950,5305,Above Market
2013,Dodge,Charger,white,black,Sedan,259650,16,May,16228.13,43608,Above Market
2014,Ford,Mustang,black,black,convertible,259600,15,Jun,17306.67,36445,Below Market
2014,Ford,Taurus,—,black,Sedan,259600,13,May,19969.23,31681,Above Market
2014,Ford,Taurus,black,black,Sedan,259500,14,Jan,18535.71,22367,Below Market
2012,Chevrolet,Cruze,blue,black,Sedan,259500,25,Feb,10380,38787,Above Market
2014,Chevrolet,Cruze,white,black,sedan,259500,23,Jun,11282.61,29913,Below Market
2013,Mercedes-Benz,C-Class,—,black,Sedan,259400,11,Jan,23581.82,23387,Below Market
2014,Chevrolet,Silverado 1500,black,black,crew cab,259400,8,Jun,32425,21721,Below Market
2014,Ram,2500,gray,black,Crew Cab,259400,6,Feb,43233.33,23543,Below Market
2013,Lexus,GS 350,silver,black,Sedan,259400,8,Jan,32425,28328,Below Market
2013,Nissan,Altima,—,tan,Sedan,259400,17,Feb,15258.82,29528,Above Market
2012,Ram,2500,white,black,Crew Cab,259350,12,Feb,21612.5,78581,Below Market
2015,Chevrolet,Suburban,black,black,suv,259300,5,Jun,51860,19401,Above Market
2014,,,white,black,,259250,13,Feb,19942.31,27028,Below Market
2014,Ford,Mustang,—,black,Convertible,259200,12,Feb,21600,26786,Above Market
2012,Honda,Accord,silver,black,sedan,259200,22,Jun,11781.82,40040,Below Market
2014,Kia,Forte,blue,gray,Sedan,259200,22,Jan,11781.82,19084,Below Market
2013,Kia,Soul,white,black,Wagon,259200,22,Feb,11781.82,40051,Above Market
2012,Lexus,ES 350,black,black,Sedan,259150,11,Jan,23559.09,25195,Above Market
2012,Ford,Edge,gray,black,SUV,259100,13,Mar,19930.77,36943,Below Market
2012,Mercedes-Benz,E-Class,black,off-white,Sedan,259000,10,Feb,25900,37690,Below Market
2011,Porsche,Panamera,black,black,Sedan,259000,5,Feb,51800,43192,Above Market
2012,Ford,Escape,white,beige,SUV,258900,18,Jan,14383.33,48178,Below Market
2013,Nissan,Altima,white,beige,Sedan,258850,16,Mar,16178.13,25542,Above Market
2014,BMW,3 Series,white,black,Sedan,258750,9,Dec,28750,4447,Below Market
2011,Infiniti,G Coupe,white,black,G Coupe,258750,12,Feb,21562.5,35575,Above Market
2013,Toyota,Corolla,gray,gray,Sedan,258601,22,Feb,11754.59,44660,Above Market
2011,Nissan,Rogue,silver,black,SUV,258600,19,Feb,13610.53,47971,Above Market
2012,Ford,Fusion,red,black,Sedan,258400,23,Feb,11234.78,38042,Below Market
2013,Chevrolet,Impala,gray,black,Sedan,258400,26,Jan,9938.46,50215,Below Market
2013,Mercedes-Benz,C-Class,—,black,Sedan,258400,10,Feb,25840,22927,Above Market
2013,Nissan,Sentra,gray,black,Sedan,258300,21,Jan,12300,29093,Above Market
2012,Hyundai,Sonata,black,gray,Sedan,258300,22,Feb,11740.91,43125,Below Market
2011,Toyota,Corolla,gray,gray,Sedan,258250,25,Feb,10330,44167,Above Market
2012,Ford,F-150,gray,gray,SuperCrew,258200,12,Feb,21516.67,65773,Below Market
2011,Nissan,Maxima,—,black,Sedan,258150,15,Feb,17210,44411,Above Market
2013,Mercedes-Benz,S-Class,—,black,sedan,258000,5,Jun,51600,23972,Above Market
2012,Ford,Edge,silver,black,SUV,257950,15,Feb,17196.67,46015,Below Market
2013,Jeep,Wrangler,orange,black,SUV,257900,10,Feb,25790,31704,Above Market
2013,Ford,Explorer,red,black,SUV,257850,10,Mar,25785,29495,Below Market
2013,Ford,Escape,black,black,SUV,257800,13,Mar,19830.77,38259,Above Market
2013,Hyundai,Sonata,blue,gray,Sedan,257800,19,Mar,13568.42,34743,Above Market
2013,Ford,Escape,red,gray,SUV,257800,15,Jan,17186.67,25788,Above Market
2014,Porsche,Cayenne,white,black,suv,257700,4,Jun,64425,11352,Below Market
2013,Hyundai,Sonata,white,beige,Sedan,257700,22,Feb,11713.64,41975,Below Market
2013,Hyundai,Elantra,red,tan,sedan,257700,23,Jun,11204.35,31555,Above Market
2014,Dodge,Grand Caravan,gray,black,Minivan,257700,14,Mar,18407.14,26876,Above Market
2012,Chrysler,200,silver,black,Sedan,257654,27,Jan,9542.74,56984,Above Market
2012,Honda,Accord,black,black,Coupe,257600,19,Jan,13557.89,29960,Below Market
2014,Chrysler,Town and Country,red,black,minivan,257500,13,Jun,19807.69,29408,Above Market
2013,Mercedes-Benz,C-Class,white,black,sedan,257500,12,Jun,21458.33,31096,Below Market
2013,Dodge,Challenger,gray,black,Coupe,257450,11,Feb,23404.55,31475,Above Market
2014,Kia,Optima,black,beige,Sedan,257410,17,Feb,15141.76,12898,Below Market
2014,Toyota,Camry,gray,black,sedan,257200,16,Jun,16075,24744,Above Market
2013,Ford,Edge,black,black,SUV,257200,11,Mar,23381.82,27441,Above Market
2013,Lexus,RX 350,black,black,suv,257200,8,Jun,32150,29695,Above Market
2013,Hyundai,Elantra,black,gray,Sedan,257100,24,Jan,10712.5,32971,Below Market
2011,BMW,5 Series,black,black,Sedan,257025,9,Jan,28558.33,45437,Above Market
2014,Subaru,Outback,gray,black,Wagon,257000,11,Jan,23363.64,14987,Below Market
2012,Mercedes-Benz,M-Class,black,black,SUV,257000,9,Jan,28555.56,55214,Below Market
2011,Nissan,Murano,black,black,SUV,257000,14,Feb,18357.14,34788,Below Market
2013,Toyota,Camry,white,gray,Sedan,257000,19,Feb,13526.32,35729,Below Market
2014,Ford,Focus,—,black,Hatchback,256900,21,Jan,12233.33,19225,Below Market
2014,Toyota,Camry,silver,gray,sedan,256900,15,Feb,17126.67,18384,Above Market
2014,Chrysler,300,red,black,Sedan,256900,12,Jan,21408.33,17951,Below Market
2011,Nissan,Rogue,gray,gray,SUV,256850,17,Jan,15108.82,35682,Above Market
2011,Ford,Ranger,white,gray,regular cab,256700,24,Jun,10695.83,60491,Above Market
2012,Infiniti,G Sedan,black,beige,g sedan,256600,13,Jun,19738.46,28173,Above Market
2014,Chrysler,Town and Country,blue,black,minivan,256500,13,Jun,19730.77,30336,Above Market
2014,Ford,Fusion,red,black,Sedan,256500,18,May,14250,33791,Below Market
2012,Nissan,Rogue,gray,black,SUV,256500,19,Feb,13500,34361,Below Market
2012,Honda,Accord,gray,black,Sedan,256500,21,May,12214.29,34442,Below Market
2014,Chevrolet,Impala,red,black,Sedan,256400,12,Feb,21366.67,21255,Above Market
2014,Kia,Forte,black,black,Sedan,256400,22,Jan,11654.55,18145,Below Market
2011,BMW,5 Series,black,black,sedan,256350,10,Jun,25635,59805,Above Market
2011,Infiniti,G Sedan,blue,black,G Sedan,256350,15,Feb,17090,29386,Below Market
2014,Mercedes-Benz,S-Class,,,Sedan,256250,3,Feb,85416.67,3581,Above Market
2012,Nissan,Altima,white,gray,Sedan,256250,22,Dec,11647.73,31259,Below Market
2012,Cadillac,CTS,black,black,sedan,256200,12,Jun,21350,30071,Above Market
2013,Dodge,Grand Caravan,blue,black,minivan,256000,24,Jun,10666.67,63281,Below Market
2012,Hyundai,Genesis,silver,black,Sedan,255950,15,Jan,17063.33,50865,Below Market
2011,Toyota,Sienna,gray,gray,Minivan,255950,13,Feb,19688.46,59814,Above Market
2014,Chevrolet,Impala Limited,silver,black,Sedan,255950,19,Feb,13471.05,21231,Below Market
2012,Nissan,Altima,silver,black,Sedan,255950,20,Dec,12797.5,46013,Above Market
2013,Chevrolet,Impala,gray,black,Sedan,255904,26,Feb,9842.46,49537,Below Market
2014,Ford,Mustang,gray,black,Convertible,255802,18,Feb,14211.22,36549,Below Market
2014,Chevrolet,Cruze,silver,black,Sedan,255700,19,Jan,13457.89,23773,Above Market
2012,Ford,F-150,black,gray,supercrew,255700,11,Jun,23245.45,69128,Below Market
2013,Mercedes-Benz,GL-Class,white,black,suv,255700,6,Jun,42616.67,46721,Above Market
2013,Jeep,Wrangler,white,black,suv,255700,9,Jun,28411.11,31008,Above Market
2011,Nissan,Maxima,white,tan,Sedan,255500,16,Feb,15968.75,33541,Below Market
2013,Mercedes-Benz,E-Class,—,black,Sedan,255500,9,May,28388.89,22226,Below Market
2014,Jeep,Patriot,gray,black,SUV,255450,18,Jan,14191.67,18489,Below Market
2012,Infiniti,G Sedan,black,gray,G Sedan,255400,14,Feb,18242.86,36898,Below Market
2012,Ford,Fusion,silver,black,Sedan,255250,21,Mar,12154.76,53561,Above Market
2012,Ford,Fusion,—,gray,sedan,255100,26,Jun,9811.54,49098,Below Market
2012,Mercedes-Benz,E-Class,—,off-white,Sedan,255000,10,Jun,25500,28439,Below Market
2014,Ford,F-150,gray,gray,SuperCrew,254900,10,Feb,25490,20248,Below Market
2014,Jeep,Grand Cherokee,red,black,suv,254800,8,Jun,31850,25641,Below Market
2012,Toyota,Camry,blue,gray,Sedan,254750,20,Feb,12737.5,42807,Below Market
2013,Ford,Explorer,black,beige,SUV,254700,12,Jan,21225,43106,Below Market
2011,Infiniti,G Sedan,silver,black,G Sedan,254550,15,Jan,16970,36049,Below Market
2014,Ford,Mustang,blue,black,Convertible,254451,17,Jan,14967.71,45783,Below Market
2012,Jeep,Liberty,gray,black,SUV,254401,19,Jan,13389.53,53869,Above Market
2013,Ford,Edge,white,black,suv,254400,12,Jun,21200,43137,Below Market
2012,Toyota,Camry,white,black,Sedan,254350,18,Feb,14130.56,30617,Below Market
2014,Dodge,Grand Caravan,black,black,minivan,254300,13,Jun,19561.54,24663,Above Market
2013,Porsche,Cayenne,black,black,SUV,254250,4,Feb,63562.5,15055,Above Market
2013,Chevrolet,Equinox,white,black,SUV,254201,15,May,16946.73,53087,Above Market
2012,Honda,Odyssey,black,gray,minivan,254200,12,Jun,21183.33,34204,Above Market
2011,Nissan,Maxima,gray,black,Sedan,254200,15,Jan,16946.67,41291,Above Market
2013,Hyundai,Sonata,white,tan,Sedan,254150,20,Jan,12707.5,41792,Above Market
2012,Chevrolet,Malibu,white,black,Sedan,254001,24,Feb,10583.38,59052,Above Market
2012,MINI,Cooper,blue,black,Hatchback,254000,18,Feb,14111.11,31436,Above Market
2014,Dodge,Journey,black,black,SUV,254000,15,Feb,16933.33,22228,Below Market
2013,Ford,Fusion,gray,black,Sedan,253901,21,Jun,12090.52,49681,Below Market
2013,Ford,Focus,black,gray,Sedan,253900,25,Jan,10156,27913,Below Market
2012,Infiniti,G Coupe,black,black,G Coupe,253750,12,May,21145.83,27445,Below Market
2013,Chevrolet,Impala,silver,gray,sedan,253601,26,Jun,9753.88,51360,Above Market
2012,Nissan,Altima,blue,gray,Sedan,253600,23,Jan,11026.09,33939,Below Market
2013,Chevrolet,Suburban,white,black,SUV,253550,8,Mar,31693.75,61015,Above Market
2013,Dodge,Grand Caravan,silver,black,Minivan,253500,18,Jan,14083.33,46337,Above Market
2012,Ford,Edge,white,gray,SUV,253500,14,Feb,18107.14,38854,Below Market
2014,Ford,Fusion,silver,black,Sedan,253500,18,May,14083.33,27463,Below Market
2014,Ford,Edge,silver,black,SUV,253500,10,Feb,25350,18938,Below Market
2015,Chevrolet,Suburban,black,black,SUV,253400,5,Mar,50680,24931,Below Market
