YEAR,MAKE,MODEL,COLOR,INTERIOR,BODY,TOTAL_REVENUE,UNITS_SOLD,MONTH_SALE,AVG_PRICE,AVG_MILEAGE,MARKET_POSITION
2011,Ford,F-150,black,gray,SuperCrew,351800,17,Feb,20694.12,69709,Below Market
2013,Infiniti,G Coupe,gray,black,G Coupe,351750,15,Feb,23450,18984,Below Market
2012,Ford,E-Series Van,white,gray,E-Series Van,351700,25,Jan,14068,49286,Below Market
2012,Ford,Edge,gray,black,SUV,351600,19,Jan,18505.26,36719,Below Market
2014,Jeep,Grand Cherokee,gray,black,SUV,351550,12,Feb,29295.83,21556,Below Market
2012,Nissan,Sentra,white,gray,sedan,351500,38,Jun,9250,32315,Below Market
2012,Nissan,Rogue,silver,black,SUV,351300,22,May,15968.18,32161,Above Market
2014,Chrysler,300,black,black,Sedan,351300,14,May,25092.86,17331,Above Market
2014,Chrysler,Town and Country,black,black,Minivan,350800,18,Mar,19488.89,29210,Above Market
2014,Ford,Fusion,gray,black,sedan,350550,25,Jun,14022,30338,Below Market
2012,Honda,CR-V,black,black,SUV,350400,20,Jan,17520,40166,Below Market
2012,Nissan,Altima,white,black,Sedan,350200,27,Dec,12970.37,41807,Above Market
2013,Nissan,Altima,black,black,Sedan,350050,26,May,13463.46,39050,Above Market
2014,Chrysler,300,gray,black,Sedan,349850,16,Jun,21865.63,19794,Below Market
2012,Nissan,Altima,red,black,Sedan,349800,27,Feb,12955.56,37306,Above Market
2014,Jeep,Wrangler,white,black,SUV,349700,11,Feb,31790.91,9941,Above Market
2013,Toyota,Sienna,white,gray,Minivan,349600,20,Feb,17480,54125,Below Market
2014,Chevrolet,Cruze,black,black,Sedan,349450,23,Mar,15193.48,25355,Above Market
2014,Ram,1500,white,gray,Quad Cab,349350,15,Feb,23290,20306,Above Market
2012,Toyota,Highlander,gray,gray,SUV,349300,14,Jan,24950,33495,Above Market
2013,Ford,Focus,black,black,Sedan,349100,27,Jan,12929.63,26098,Above Market
2012,Lexus,RX 350,black,beige,SUV,349100,12,Jan,29091.67,34745,Above Market
2012,Honda,Accord,black,beige,Sedan,349000,25,Feb,13960,35211,Above Market
2013,Mercedes-Benz,GL-Class,silver,black,SUV,349000,9,Jun,38777.78,40353,Below Market
2013,Hyundai,Elantra,gray,gray,sedan,349000,35,Jun,9971.43,34660,Below Market
2014,Ford,Focus,—,black,Hatchback,348900,26,Jan,13419.23,18480,Above Market
2013,Ford,Escape,black,gray,suv,348500,21,Jun,16595.24,36464,Above Market
2012,Infiniti,M,—,black,Sedan,348400,14,Jan,24885.71,35336,Below Market
2013,Ford,Focus,silver,black,Sedan,348400,30,Jan,11613.33,35055,Above Market
2014,Ford,Focus,white,black,Sedan,348300,30,Feb,11610,26455,Below Market
2014,Toyota,Camry,white,gray,Sedan,348000,24,Jan,14500,17103,Below Market
2011,Infiniti,G Sedan,white,beige,G Sedan,347900,17,Jan,20464.71,30550,Above Market
2013,Chevrolet,Impala,silver,black,Sedan,347701,35,Jan,9934.31,54029,Below Market
2013,BMW,5 Series,white,black,Sedan,347600,10,Feb,34760,29925,Above Market
2013,Hyundai,Elantra,black,gray,Sedan,347550,32,Feb,10860.94,32360,Below Market
2013,Dodge,Charger,gray,black,sedan,347550,22,Jun,15797.73,46313,Above Market
2013,Ford,F-150,white,black,supercrew,347500,10,Jun,34750,36010,Above Market
2013,Dodge,Journey,gray,black,SUV,347400,23,Feb,15104.35,36721,Above Market
2011,Nissan,Maxima,—,black,Sedan,347300,22,Jan,15786.36,38628,Below Market
2014,Jeep,Grand Cherokee,red,black,suv,347100,9,Jun,38566.67,25678,Above Market
2013,Jeep,Wrangler,black,black,suv,347100,14,Jun,24792.86,31056,Below Market
2013,Chevrolet,Equinox,silver,black,SUV,346650,21,May,16507.14,48949,Above Market
2014,Toyota,Camry,silver,gray,sedan,346600,24,May,14441.67,25092,Below Market
2013,Chevrolet,Cruze,white,black,Sedan,346600,34,Jan,10194.12,48089,Below Market
2014,Ford,Escape,silver,black,SUV,346600,17,Feb,20388.24,26510,Above Market
2013,Hyundai,Elantra,white,tan,sedan,346550,30,Jun,11551.67,27061,Above Market
2013,Infiniti,G Sedan,gray,gray,G Sedan,346550,15,Jan,23103.33,23083,Above Market
2012,Honda,Accord,black,tan,Sedan,346350,24,Feb,14431.25,35305,Above Market
2013,Volkswagen,Passat,silver,black,Sedan,346201,31,Feb,11167.77,51461,Below Market
2012,Nissan,Altima,gray,gray,Sedan,346200,28,Feb,12364.29,39719,Above Market
2014,Kia,Soul,white,black,Wagon,346100,24,Feb,14420.83,12496,Above Market
2013,Nissan,Sentra,black,black,Sedan,346050,33,Feb,10486.36,28613,Below Market
2014,Ford,Edge,black,black,SUV,346050,14,Feb,24717.86,18084,Below Market
2014,Chevrolet,Impala Limited,black,black,Sedan,345900,26,Feb,13303.85,17233,Below Market
2014,Dodge,Journey,silver,black,SUV,345400,22,Feb,15700,22294,Below Market
2014,Chrysler,200,white,black,Sedan,345400,33,Jan,10466.67,24890,Below Market
2012,Infiniti,G Sedan,gray,black,G Sedan,345000,18,Dec,19166.67,29889,Below Market
2014,Dodge,Durango,white,black,SUV,344800,11,Feb,31345.45,19322,Above Market
2014,Ford,Escape,silver,black,SUV,344800,18,Jan,19155.56,25664,Below Market
2013,Mercedes-Benz,E-Class,black,off-white,Sedan,344750,12,Feb,28729.17,22005,Below Market
2014,Ford,Escape,black,black,SUV,344600,16,Feb,21537.5,26292,Above Market
2013,Nissan,Altima,—,black,sedan,344350,25,Jun,13774,33092,Above Market
2013,Chevrolet,Equinox,silver,black,SUV,343901,23,Jun,14952.22,51978,Below Market
2014,Dodge,Charger,gray,black,Sedan,343900,18,May,19105.56,24485,Above Market
2013,Ford,F-150,black,black,SuperCrew,343850,11,May,31259.09,47398,Below Market
2014,Toyota,Camry,white,black,Sedan,343800,22,Dec,15627.27,15517,Below Market
2014,Ford,Mustang,gray,black,Coupe,343600,19,Feb,18084.21,29000,Below Market
2013,Ford,Explorer,white,gray,suv,343600,15,Jun,22906.67,41012,Above Market
2014,Chevrolet,Impala,silver,black,Sedan,343500,17,Feb,20205.88,19836,Below Market
2012,Jeep,Liberty,black,black,SUV,343400,24,Feb,14308.33,53129,Above Market
2012,Toyota,Camry,gray,gray,sedan,343400,28,Jun,12264.29,37359,Below Market
2013,Infiniti,G Sedan,black,black,G Sedan,343200,16,Dec,21450,23555,Below Market
2013,Dodge,Grand Caravan,red,black,Minivan,343200,27,Feb,12711.11,58052,Above Market
2012,Honda,Accord,black,black,Sedan,343100,24,Dec,14295.83,34875,Above Market
2012,Mercedes-Benz,C-Class,—,black,sedan,342450,18,Jun,19025,33370,Below Market
2015,Chevrolet,Silverado 2500HD,white,black,crew cab,342400,9,Jun,38044.44,16746,Below Market
2011,Infiniti,G Sedan,gray,gray,G Sedan,342350,18,Feb,19019.44,35621,Above Market
2013,Ford,Explorer,gray,black,SUV,342302,15,Mar,22820.13,56311,Below Market
2012,Infiniti,G Sedan,white,black,G Sedan,342200,16,Jan,21387.5,29161,Above Market
2013,Ford,Fusion,blue,black,Sedan,342200,24,Jan,14258.33,31231,Below Market
2012,BMW,5 Series,blue,black,Sedan,342150,11,Feb,31104.55,37117,Below Market
2013,Nissan,Altima,red,black,sedan,342100,27,Jun,12670.37,42175,Above Market
2012,BMW,X5,gray,black,suv,342050,11,Jun,31095.45,44469,Below Market
2015,Chevrolet,Suburban,black,black,suv,342000,7,Jun,48857.14,27649,Below Market
2014,Ram,1500,black,gray,crew cab,341950,12,Jun,28495.83,22403,Above Market
2013,Ford,F-150,red,black,SuperCrew,341900,9,Jan,37988.89,33562,Above Market
2012,Chevrolet,Cruze,silver,black,Sedan,341900,33,Feb,10360.61,50594,Above Market
2011,BMW,3 Series,white,beige,Sedan,341850,18,Jan,18991.67,30564,Below Market
2013,BMW,X5,white,black,SUV,341800,8,Feb,42725,24335,Above Market
2014,Chrysler,Town and Country,blue,black,Minivan,341700,18,Mar,18983.33,21440,Below Market
2012,Nissan,Sentra,silver,gray,Sedan,341600,35,Feb,9760,50041,Above Market
2014,Chrysler,Town and Country,gray,black,Minivan,341600,17,Mar,20094.12,30125,Above Market
2012,Chevrolet,Malibu,silver,black,Sedan,341451,32,Feb,10670.34,56780,Above Market
2014,Toyota,Camry,silver,black,Sedan,341450,22,Jan,15520.45,20196,Below Market
2013,Ford,F-150,blue,gray,SuperCrew,341300,15,Jan,22753.33,31162,Below Market
2014,Kia,Forte,white,black,Sedan,341200,27,Feb,12637.04,19443,Above Market
2012,Toyota,Camry,gray,black,sedan,341000,27,Jun,12629.63,40060,Below Market
2012,Chevrolet,Express Cargo,white,gray,Van,340900,29,Feb,11755.17,134862,Above Market
2012,Honda,Civic,gray,gray,Sedan,340850,32,Dec,10651.56,34554,Below Market
2013,Nissan,Maxima,silver,black,Sedan,340700,22,Feb,15486.36,53125,Above Market
2013,Chevrolet,Cruze,silver,black,Sedan,340700,28,Jan,12167.86,45273,Above Market
2014,Toyota,Camry,gray,gray,sedan,340250,23,Jun,14793.48,25184,Above Market
2013,Chevrolet,Tahoe,white,black,SUV,340204,11,Feb,30927.64,53739,Below Market
2012,Nissan,Altima,—,black,Sedan,340200,26,Jan,13084.62,38273,Above Market
2014,Chevrolet,Silverado 1500,black,black,Crew Cab,340150,12,Jan,28345.83,15688,Below Market
2014,Ford,Escape,red,black,SUV,340050,16,Feb,21253.13,26001,Above Market
2013,Toyota,Camry,gray,gray,Sedan,339700,27,Feb,12581.48,46189,Below Market
2014,Ford,F-150,black,black,SuperCrew,339700,9,Jan,37744.44,12537,Above Market
2012,Porsche,Panamera,black,black,sedan,339500,6,Jun,56583.33,38887,Above Market
2012,Nissan,Maxima,white,black,Sedan,339400,21,Mar,16161.9,35554,Below Market
2012,Infiniti,G Sedan,white,gray,G Sedan,339400,16,Jan,21212.5,29426,Above Market
2014,Ford,Fusion Hybrid,—,black,Sedan,339000,17,Feb,19941.18,32223,Above Market
2013,Ford,Explorer,—,gray,SUV,339000,16,Jan,21187.5,40050,Below Market
2014,Ford,Focus,black,black,Sedan,338900,29,Feb,11686.21,23442,Below Market
2013,Ford,Escape,red,gray,SUV,338900,19,Feb,17836.84,29903,Above Market
2013,Chevrolet,Traverse,gray,gray,SUV,338800,22,Feb,15400,61668,Below Market
2011,Land Rover,Range Rover Sport,black,black,SUV,338700,9,Feb,37633.33,41015,Above Market
2014,Ford,Mustang,red,black,Convertible,338675,17,Feb,19922.06,37039,Above Market
2013,Hyundai,Elantra,silver,gray,Sedan,338500,28,May,12089.29,22725,Above Market
2013,Ford,Taurus,silver,black,Sedan,338451,26,Jan,13017.35,52824,Below Market
2013,Toyota,Tacoma,silver,gray,Double Cab,338400,14,Feb,24171.43,28407,Below Market
2012,Honda,Civic,blue,gray,sedan,338200,29,Jun,11662.07,35382,Above Market
2013,Chevrolet,Malibu,silver,black,Sedan,338001,29,Jan,11655.21,44237,Below Market
2011,BMW,5 Series,gray,black,Sedan,337600,13,Feb,25969.23,46369,Below Market
2013,Chevrolet,Camaro,black,black,Coupe,337550,15,Feb,22503.33,26699,Above Market
2013,Ford,Escape,red,black,SUV,337500,16,Jan,21093.75,20272,Above Market
2013,Ford,Edge,red,black,SUV,337500,14,Feb,24107.14,24010,Above Market
2012,Honda,Civic,silver,gray,Sedan,337500,33,Feb,10227.27,41765,Below Market
2011,BMW,3 Series,black,beige,Sedan,337350,18,Jan,18741.67,38319,Below Market
2013,Ford,Explorer,black,black,SUV,337300,15,Mar,22486.67,44625,Below Market
2014,Ram,2500,white,black,Crew Cab,337300,9,Jan,37477.78,13241,Below Market
2014,Jeep,Grand Cherokee,black,black,SUV,337000,11,Jun,30636.36,27787,Below Market
2014,Ford,Focus,white,black,Hatchback,336900,28,Feb,12032.14,22066,Below Market
2014,Jeep,Grand Cherokee,white,black,SUV,336800,9,May,37422.22,22850,Below Market
2012,Nissan,Maxima,silver,black,sedan,336500,21,Jun,16023.81,30554,Below Market
2011,Nissan,Murano,gray,black,SUV,336400,17,Jan,19788.24,40487,Above Market
2013,Ford,Escape,—,gray,suv,336350,22,Jun,15288.64,46935,Above Market
2014,Chevrolet,Cruze,white,black,Sedan,336300,25,Jan,13452,22626,Above Market
2011,Ford,F-150,white,black,SuperCrew,336200,13,Feb,25861.54,67327,Below Market
2013,Ford,Explorer,white,gray,SUV,336150,13,Feb,25857.69,38305,Above Market
2014,Nissan,Altima,red,black,Sedan,336150,25,Feb,13446,27252,Below Market
2013,Lincoln,MKX,black,black,SUV,336100,14,Feb,24007.14,25778,Below Market
2013,Dodge,Avenger,red,black,sedan,335850,33,Jun,10177.27,48377,Above Market
2014,Dodge,Durango,white,black,SUV,335800,12,Jan,27983.33,21004,Below Market
2010,Mercedes-Benz,E-Class,black,black,Sedan,335700,14,Feb,23978.57,50684,Above Market
2013,Hyundai,Elantra,white,beige,Sedan,335700,28,Feb,11989.29,32764,Above Market
2014,BMW,3 Series,white,black,Sedan,335250,10,Dec,33525,6732,Above Market
2013,Ford,Edge,gray,black,SUV,335201,15,Feb,22346.73,35557,Above Market
2014,Toyota,Corolla,silver,gray,Sedan,335200,23,Feb,14573.91,18103,Above Market
2014,Ford,E-Series Van,white,gray,E-Series Van,335200,15,Feb,22346.67,9311,At Market
2014,Ford,Escape,—,black,SUV,335200,17,Jan,19717.65,32424,Below Market
2014,Hyundai,Sonata,blue,gray,Sedan,335200,24,Feb,13966.67,19059,Below Market
2012,BMW,7 Series,gray,black,Sedan,335150,10,Feb,33515,39908,Below Market
2013,Ford,Taurus,black,black,Sedan,334950,19,Feb,17628.95,46616,Above Market
2012,Ford,Escape,white,tan,SUV,334625,24,Feb,13942.71,49606,Below Market
2013,Hyundai,Sonata,black,gray,Sedan,334500,28,Feb,11946.43,40344,Below Market
2013,BMW,3 Series,black,black,Sedan,334500,12,Feb,27875,24054,Above Market
2012,Nissan,Altima,white,tan,Sedan,334500,29,Feb,11534.48,32660,Below Market
2011,Ford,F-150,blue,gray,SuperCrew,334500,14,Feb,23892.86,58253,Above Market
2012,Honda,CR-V,gray,gray,SUV,334100,17,Feb,19652.94,34855,Above Market
2012,Hyundai,Genesis,silver,black,Sedan,333800,18,Feb,18544.44,48139,Above Market
2013,Chevrolet,Suburban,silver,black,SUV,333700,11,Mar,30336.36,60610,Below Market
2012,Mercedes-Benz,C-Class,—,beige,Sedan,333650,16,Feb,20853.13,24506,Below Market
2013,Infiniti,G Sedan,white,beige,g sedan,333450,15,Jun,22230,19607,Above Market
2014,Ford,F-150,silver,black,SuperCrew,333300,9,Jan,37033.33,19026,Below Market
2014,Dodge,Charger,white,black,Sedan,333300,19,Jun,17542.11,21817,Below Market
2013,Infiniti,G Sedan,black,black,G Sedan,332950,15,May,22196.67,24244,Above Market
2012,Ford,Fusion,—,black,Sedan,332901,34,Feb,9791.21,55774,Below Market
2012,Infiniti,G Sedan,white,black,g sedan,332850,19,Jun,17518.42,33845,Below Market
2012,Mazda,Mazda3,gray,black,Sedan,332850,30,Feb,11095,43581,Above Market
2012,Mercedes-Benz,E-Class,black,black,Sedan,332550,13,May,25580.77,29956,Below Market
2011,Honda,CR-V,gray,black,SUV,332500,21,Jan,15833.33,35592,Above Market
2011,BMW,5 Series,black,black,Sedan,332500,12,Feb,27708.33,44889,Above Market
2012,Ford,Fusion,blue,black,Sedan,332400,28,Jan,11871.43,45287,Above Market
2011,Toyota,RAV4,black,gray,SUV,332300,21,Jan,15823.81,32341,Above Market
2013,Ford,Explorer,—,black,suv,332300,12,Jun,27691.67,31880,Above Market
2013,Chevrolet,Cruze,white,black,sedan,332300,35,Jun,9494.29,47979,Below Market
2013,Honda,Pilot,white,gray,SUV,332200,13,Feb,25553.85,39168,Below Market
2014,Jeep,Cherokee,black,black,SUV,332100,15,Feb,22140,20146,Above Market
2014,Kia,Soul,green,black,Wagon,332100,23,Jan,14439.13,11070,Above Market
2015,Chevrolet,Suburban,white,black,suv,331700,7,Jun,47385.71,20672,Below Market
2012,Volkswagen,Passat,—,black,sedan,331650,25,Jun,13266,26851,Above Market
2012,Cadillac,SRX,black,black,SUV,331400,14,Feb,23671.43,32090,Above Market
2015,Kia,Sorento,silver,gray,SUV,331400,16,Feb,20712.5,11918,Above Market
2013,Mercedes-Benz,GL-Class,black,black,SUV,331301,7,Mar,47328.71,37861,Below Market
2012,Honda,Pilot,black,gray,SUV,331100,16,Feb,20693.75,37097,Below Market
2014,GMC,Savana Cargo,white,gray,Van,330900,16,May,20681.25,10609,Above Market
2014,Jeep,Wrangler,black,black,SUV,330850,12,Jan,27570.83,11069,Below Market
2012,Ford,F-150,white,black,supercrew,330800,13,Jun,25446.15,65083,Below Market
2014,Chevrolet,Impala,white,gray,Sedan,330800,17,Feb,19458.82,20928,Above Market
2013,Chrysler,200,gray,black,sedan,330600,30,Jun,11020,42496,Above Market
2014,Ford,Escape,silver,gray,SUV,330600,19,Feb,17400,28770,Below Market
2014,,,black,black,,330600,16,Jan,20662.5,25336,Above Market
2013,Infiniti,G Sedan,silver,black,G Sedan,330450,14,Jan,23603.57,22533,Above Market
2013,Dodge,Grand Caravan,red,black,Minivan,330400,29,Feb,11393.1,59700,Below Market
2012,Nissan,Rogue,white,black,SUV,330400,24,Jan,13766.67,39830,Below Market
2012,Ford,Explorer,white,black,SUV,330200,14,Jan,23585.71,53248,Above Market
2012,Nissan,Maxima,silver,black,Sedan,330000,22,Jan,15000,43990,Below Market
2012,Infiniti,G Sedan,gray,black,G Sedan,330000,19,Mar,17368.42,34452,Below Market
2012,Infiniti,G Sedan,gray,gray,G Sedan,330000,18,Jan,18333.33,36156,Below Market
2014,Ram,1500,black,black,Crew Cab,329900,11,Feb,29990.91,17491,Below Market
2013,Ford,Fusion,—,black,Sedan,329750,25,Feb,13190,46594,Below Market
2013,Ford,Edge,black,black,SUV,329700,14,Dec,23550,23045,Above Market
2012,Nissan,Sentra,black,gray,Sedan,329700,37,Feb,8910.81,43062,Below Market
2012,Honda,Crosstour,black,black,Hatchback,329300,18,Jan,18294.44,37316,Above Market
2012,Ford,Fusion,black,black,Sedan,329200,29,May,11351.72,41261,Below Market
2012,Mercedes-Benz,C-Class,white,beige,Sedan,329150,16,Feb,20571.88,28668,Below Market
2012,Ford,F-250 Super Duty,white,gray,Crew Cab,329100,15,Feb,21940,79946,Below Market
2013,Ford,Edge,white,gray,SUV,329100,15,Feb,21940,29492,Above Market
2013,Nissan,Altima,red,black,Sedan,328850,27,Jan,12179.63,40710,Below Market
2013,Ford,Escape,silver,gray,SUV,328700,21,Jan,15652.38,45172,Above Market
2013,Lexus,GS 350,black,black,Sedan,328700,10,Jan,32870,25048,Below Market
2013,Nissan,Altima,black,black,Sedan,328650,26,May,12640.38,40796,Below Market
2013,Toyota,Camry,gray,black,Sedan,328650,24,Feb,13693.75,39314,Below Market
2013,Ford,Escape,gray,black,SUV,328600,18,May,18255.56,37817,Above Market
2014,Ford,Fusion,—,black,Sedan,328500,21,Mar,15642.86,27435,Below Market
2013,Ram,1500,black,gray,crew cab,328400,13,Jun,25261.54,28668,Below Market
2013,Ford,Explorer,silver,black,SUV,328400,15,May,21893.33,42467,Below Market
2013,Infiniti,G Coupe,gray,black,G Coupe,328350,13,Feb,25257.69,19231,Above Market
2014,Jeep,Wrangler,gray,black,SUV,328300,11,Jan,29845.45,11708,Above Market
2012,Ford,F-150,white,black,supercrew,328250,11,Jun,29840.91,55146,Above Market
2012,Infiniti,G Sedan,gray,gray,G Sedan,328250,16,Jan,20515.63,33146,Above Market
2012,Chevrolet,Equinox,black,black,SUV,328200,27,Jan,12155.56,55616,Below Market
2014,Ford,F-150,silver,gray,supercrew,328100,12,Jun,27341.67,26370,Above Market
2012,Infiniti,G Coupe,black,black,G Coupe,328000,16,Feb,20500,35895,Below Market
2012,Hyundai,Sonata,silver,gray,sedan,328000,27,Jun,12148.15,42093,Above Market
2012,BMW,3 Series,black,black,Coupe,328000,14,Feb,23428.57,32903,Below Market
2012,Ford,Fusion,silver,gray,Sedan,328000,31,Feb,10580.65,59784,Above Market
2012,Ford,Fusion,white,gray,Sedan,327901,34,Jan,9644.15,56617,Below Market
2014,Ford,Expedition,—,tan,SUV,327800,10,Feb,32780,28480,Above Market
2011,Toyota,RAV4,silver,gray,SUV,327750,23,Jan,14250,38935,Below Market
2012,Infiniti,G Sedan,gray,gray,G Sedan,327700,18,Feb,18205.56,34307,Below Market
2013,Hyundai,Sonata,gray,gray,sedan,327600,29,Jun,11296.55,38635,Below Market
2014,Nissan,Altima,gray,black,Sedan,327500,19,Jan,17236.84,15791,Above Market
2014,Subaru,Outback,blue,black,wagon,327500,13,Jun,25192.31,19432,Above Market
2012,Volkswagen,Passat,—,black,sedan,327350,31,Jun,10559.68,30261,Below Market
2013,Ford,Edge,—,black,SUV,326700,15,Feb,21780,27446,Below Market
2013,Ford,Focus,—,black,Sedan,326700,27,Jan,12100,26237,Above Market
2012,Infiniti,G Sedan,blue,black,G Sedan,326700,18,Feb,18150,30828,Below Market
2015,Chevrolet,Silverado 2500HD,white,black,Crew Cab,326700,8,Feb,40837.5,23160,Above Market
2014,Ford,F-150,white,gray,SuperCrew,326650,13,May,25126.92,22473,Below Market
2014,Chrysler,300,silver,black,Sedan,326600,14,Jun,23328.57,14956,Below Market
2013,Mercedes-Benz,E-Class,—,black,Sedan,326500,10,Feb,32650,18243,Above Market
2013,Mercedes-Benz,E-Class,—,black,Sedan,326450,11,Jan,29677.27,19720,Below Market
2013,Ford,F-150,gray,gray,SuperCrew,326250,13,Jan,25096.15,36817,Above Market
2014,Ford,E-Series Van,white,gray,E-Series Van,326100,17,Dec,19182.35,12592,Below Market
2012,Nissan,Rogue,purple,black,suv,326100,22,Jun,14822.73,30021,Below Market
2014,Ford,Escape,white,black,SUV,325950,16,Feb,20371.88,23149,Above Market
2014,Toyota,Camry,white,black,sedan,325901,21,Jun,15519.1,29151,Above Market
2013,Nissan,Sentra,black,black,Sedan,325800,26,Feb,12530.77,27677,Above Market
2014,Toyota,Camry,gray,gray,sedan,325700,20,Feb,16285,19643,Above Market
2013,Ford,F-150,silver,gray,supercrew,325700,12,Jun,27141.67,45070,Above Market
2013,Ford,F-150,black,black,SuperCrew,325700,10,May,32570,42184,Above Market
2012,Mercedes-Benz,M-Class,black,black,SUV,325550,9,Feb,36172.22,34795,Above Market
2014,Ford,Fusion,black,black,sedan,325100,21,Jun,15480.95,26882,Above Market
2012,Nissan,Altima,gray,black,Sedan,325050,26,May,12501.92,37636,Above Market
2013,Dodge,Avenger,black,black,Sedan,325000,29,Feb,11206.9,40160,Above Market
2013,Ford,Escape,silver,gray,SUV,324950,22,Jan,14770.45,41131,Below Market
2012,Mercedes-Benz,M-Class,black,black,SUV,324950,10,Feb,32495,36877,Below Market
2013,Mercedes-Benz,C-Class,black,black,Sedan,324750,15,Jun,21650,23910,Below Market
2014,Ford,E-Series Wagon,—,gray,Van,324600,16,Jan,20287.5,24881,Above Market
2015,Kia,Sorento,white,black,SUV,324600,16,Jan,20287.5,12427,Below Market
2014,Dodge,Durango,gray,black,SUV,324500,10,Jan,32450,19676,Above Market
2014,Toyota,Camry,black,black,sedan,324450,22,Jun,14747.73,25326,Below Market
2013,Ford,Edge,blue,black,SUV,324400,15,Jan,21626.67,28284,Below Market
2014,Chrysler,Town and Country,blue,black,Minivan,324400,16,Jan,20275,22448,Above Market
2013,Dodge,Grand Caravan,blue,black,Minivan,324201,26,Feb,12469.27,62201,Above Market
2012,Nissan,Rogue,black,black,SUV,324000,24,Feb,13500,36442,Below Market
2012,Ford,Edge,gray,black,SUV,323900,17,Feb,19052.94,37349,Below Market
2014,Chevrolet,Silverado 2500HD,white,black,Crew Cab,323900,9,Feb,35988.89,33178,Above Market
2014,Kia,Soul,black,black,Wagon,323900,25,Feb,12956,15337,Below Market
2014,Ford,Escape,black,gray,SUV,323900,19,Jan,17047.37,26133,Below Market
2014,Lincoln,MKZ,—,black,Sedan,323800,15,Jun,21586.67,32040,Below Market
2012,Hyundai,Elantra,black,gray,Sedan,323700,28,Jan,11560.71,36488,Above Market
2014,Chevrolet,Cruze,gray,black,Sedan,323700,27,Jan,11988.89,19691,Below Market
2014,Ford,Fusion,black,black,sedan,323600,24,Jun,13483.33,28339,Below Market
2012,Volkswagen,Passat,gray,black,Sedan,323450,27,Feb,11979.63,40044,Above Market
2014,BMW,i8,white,beige,Coupe,323000,2,Feb,161500,379,Below Market
2012,Jeep,Grand Cherokee,white,black,SUV,322850,13,Feb,24834.62,37341,Above Market
2013,Dodge,Charger,white,black,Sedan,322750,16,Feb,20171.88,34115,Above Market
2013,Chevrolet,Cruze,gray,black,Sedan,322700,32,Feb,10084.38,50325,Below Market
2012,Nissan,Maxima,white,black,Sedan,322600,17,May,18976.47,34126,Above Market
2013,Ford,Escape,white,gray,SUV,322600,23,Jan,14026.09,41247,Below Market
2014,Toyota,Camry,black,black,Sedan,322500,19,Feb,16973.68,18627,Above Market
2012,BMW,3 Series,white,—,sedan,322350,13,Jun,24796.15,36116,Above Market
2014,Ford,E-Series Wagon,—,gray,Van,322300,16,Jan,20143.75,22537,Below Market
2012,,,silver,black,,322252,34,Feb,9478,61547,Above Market
2013,Ford,Focus,silver,black,Sedan,322200,34,Jan,9476.47,49103,Below Market
2012,Ford,F-150,—,gray,SuperCrew,322100,12,Jan,26841.67,44258,Above Market
2014,Dodge,Journey,black,black,SUV,322000,21,Jan,15333.33,73939,Below Market
2013,Porsche,911,black,black,coupe,322000,4,Jun,80500,16014,Above Market
2012,Toyota,Camry,gray,gray,Sedan,322000,22,Jan,14636.36,32428,Above Market
2013,Chrysler,200,gray,black,Sedan,321900,33,Feb,9754.55,42294,Below Market
2013,Volkswagen,Passat,gray,black,Sedan,321750,24,Feb,13406.25,51326,Above Market
2013,Chevrolet,Tahoe,silver,black,SUV,321651,11,Feb,29241,56846,Below Market
2014,Jeep,Patriot,gray,black,SUV,321650,20,Feb,16082.5,17715,Above Market
2013,Ford,Edge,silver,black,suv,321550,15,Jun,21436.67,37282,Above Market
2014,BMW,X5,gray,black,SUV,321500,5,Jan,64300,6483,Above Market
2014,Ram,1500,black,gray,Quad Cab,321400,14,Jan,22957.14,15575,Below Market
2013,Infiniti,G Coupe,gray,black,g coupe,321250,13,Jun,24711.54,18864,Above Market
2013,Ford,F-150,red,gray,SuperCrew,321150,11,Jan,29195.45,31886,Above Market
2013,Ford,Taurus,gray,black,Sedan,320900,23,Jan,13952.17,49646,Below Market
2012,Dodge,Grand Caravan,black,black,Minivan,320750,30,Feb,10691.67,76519,Above Market
2011,Nissan,Rogue,silver,black,SUV,320500,24,Jan,13354.17,37283,Below Market
2012,Hyundai,Sonata,silver,gray,Sedan,320500,28,Jan,11446.43,43578,Below Market
2014,Ford,Mustang,silver,black,Convertible,320450,20,Feb,16022.5,36584,Below Market
2011,Infiniti,G Sedan,gray,gray,G Sedan,320400,19,Feb,16863.16,36086,Below Market
2013,Ford,Fusion,black,black,Sedan,320150,25,May,12806,33932,Below Market
2014,Toyota,Camry,silver,black,Sedan,320100,21,Feb,15242.86,21395,Below Market
2012,Nissan,Rogue,blue,black,suv,320000,22,Jun,14545.45,41494,Above Market
2014,Toyota,Camry,silver,gray,sedan,320000,21,Jun,15238.1,21447,Above Market
2015,Kia,Sorento,gray,gray,SUV,320000,16,Feb,20000,11598,Below Market
2014,Ram,1500,red,gray,Quad Cab,319950,13,Feb,24611.54,18919,Above Market
2012,Honda,Odyssey,black,gray,Minivan,319950,15,Jan,21330,37845,Above Market
2014,Ford,F-150,white,black,SuperCrew,319800,9,Feb,35533.33,13067,Below Market
2012,Mercedes-Benz,C-Class,white,black,Sedan,319800,15,Feb,21320,34710,Below Market
